collection	filename	language	temp
british library	Or_8034.xml	fa	TRUE
british library	Or_8035.xml	fa	TRUE
british library	Or_8118.xml	fa	TRUE
british library	Or_8617.xml	fa	TRUE
british library	Or_8685.xml	fa	TRUE
british library	Or_8686.xml	fa	TRUE
british library	Or_8687.xml	fa	TRUE
british library	Or_8895.xml	fa	TRUE
british library	Or_8896.xml	fa	TRUE
british library	Or_8897.xml	fa	TRUE
british library	Or_8898.xml	fa	TRUE
british library	Or_8899.xml	fa	TRUE
british library	Or_8900.xml	fa	TRUE
british library	Or_8902.xml	fa	TRUE
british library	Or_9269.xml	fa	TRUE
british library	Or_9617.xml	fa	TRUE
british library	Or_9736.xml	fa	TRUE
british library	Or_12189.xml	jpr	TRUE
british library	Or_12190.xml	jpr	TRUE
british library	Or_12191.xml	jpr	TRUE
british library	Or_13190.xml	jpr	TRUE
british library	Or_13914.xml	jpr	TRUE
british library	Or_13914.xml	fa	TRUE
british library	IO_Islamic_4785.xml	ur	TRUE
british library	Delhi_Persian_1003.xml	fa	TRUE
british library	IO_Islamic_3839.xml	fa	TRUE
british library	IO_Islamic_4634.xml	fa	TRUE
british library	IO_Islamic_4752.xml	fa	TRUE
british library	Or_15658.xml	fa	TRUE
british library	Or_15661.xml	fa	TRUE
british library	Or_14594.xml	jpr	TRUE
british library	Or_4490.xml	ps	TRUE
cambridge university	Add_1125.xml	ar	TRUE
cambridge university	Qq_237.xml	ar	TRUE
cambridge university	Add_1116.xml	ar	TRUE
cambridge university	Add_1130.xml	ar	TRUE
cambridge university	Add_1133.xml	ar	TRUE
cambridge university	Add_1135.xml	ar	TRUE
cambridge university	Add_1146.xml	ar	TRUE
cambridge university	Add_1149.xml	ar	TRUE
cambridge university	Or_770.xml	ar	TRUE
cambridge university	Add_1111.xml	ar	TRUE
cambridge university	Add_1119.xml	ar	TRUE
cambridge university	Add_1128.xml	ar	TRUE
cambridge university	Add_1136.xml	ar	TRUE
cambridge university	Add_1138.xml	ar	TRUE
cambridge university	Add_1145.xml	ar	TRUE
cambridge university	Add_3286.xml	ar	TRUE
cambridge university	Add_200.xml	fa	TRUE
cambridge university	Dd_15.4.xml	ar	TRUE
cambridge university	Or_2160.xml	ar	TRUE
cambridge university	P_4.xml	ar	TRUE
cambridge university	Qq_285.xml	ar	TRUE
cambridge university	Add_410.xml	fa	TRUE
cambridge university	Add_811.xml	fa	TRUE
cambridge university	Add_1142.xml	ar	TRUE
cambridge university	Gg_5_29.xml	ar	TRUE
cambridge university	H_1.xml	ar	TRUE
cambridge university	Or_1192.xml	ar	TRUE
cambridge university	Or_1249.xml	ar	TRUE
cambridge university	Or_1281.xml	ar	TRUE
cambridge university	Or_1512.xml	ar	TRUE
cambridge university	Or_1673.xml	ar	TRUE
cambridge university	Qq_213.xml	ar	TRUE
cambridge university	Qq_244.xml	ar	TRUE
cambridge university	Qq_245.xml	ar	TRUE
cambridge university	Qq_296.xml	ar	TRUE
cambridge university	Qq_42.xml	ar	TRUE
cambridge university	Add_216.xml	fa	TRUE
cambridge university	Add_238.xml	fa	TRUE
cambridge university	Add_2924.xml	ar	TRUE
cambridge university	Add_301.xml	ar	TRUE
cambridge university	Add_306.xml	ar	TRUE
cambridge university	Add_3178.xml	ar	TRUE
cambridge university	Add_3453.xml	ar	TRUE
cambridge university	Add_3657.xml	ar	TRUE
cambridge university	Add_776.xml	ar	TRUE
cambridge university	Dd_2_38.xml	ar	TRUE
cambridge university	Gg_5.27.xml	ar	TRUE
cambridge university	Gg_5.33.xml	ar	TRUE
cambridge university	Gg_5.35.xml	ar	TRUE
cambridge university	Gg_6.35.xml	ar	TRUE
cambridge university	Ii_6.9.xml	ar	TRUE
cambridge university	Or_1004.xml	ar	TRUE
cambridge university	Or_1009.xml	ar	TRUE
cambridge university	Or_1010.xml	ar	TRUE
cambridge university	Or_1013.xml	ar	TRUE
cambridge university	Or_1434.xml	ar	TRUE
cambridge university	Or_1664.xml	ar	TRUE
cambridge university	Or_2110.xml	ar	TRUE
cambridge university	Or_2216.xml	ar	TRUE
cambridge university	Or_49.xml	ar	TRUE
cambridge university	Or_53.xml	ar	TRUE
cambridge university	Or_54.xml	ar	TRUE
cambridge university	Or_595.xml	ar	TRUE
cambridge university	Or_712.xml	ar	TRUE
cambridge university	O_3.xml	ar	TRUE
cambridge university	Qq_115.xml	ar	TRUE
cambridge university	Qq_212.xml	ar	TRUE
cambridge university	Qq_286.xml	ar	TRUE
cambridge university	Qq_290.xml	ar	TRUE
cambridge university	Qq_47.xml	ar	TRUE
cambridge university	Qq_53.xml	ar	TRUE
cambridge university	Qq_92.xml	ar	TRUE
cambridge university	U_2.xml	ar	TRUE
cambridge university	Y_4.xml	ar	TRUE
cambridge university	Y_4.xml	fa	TRUE
cambridge university	Add_270.xml	fa	TRUE
cambridge university	Add_3525.xml	fa	TRUE
cambridge university	A_2.xml	fa	TRUE
cambridge university	L_1.xml	fa	TRUE
cambridge university	Mm_4_15.xml	fa	TRUE
cambridge university	P_18.xml	fa	TRUE
cambridge university	Add_2621.xml	ar	TRUE
cambridge university	Add_2889.xml	ar	TRUE
cambridge university	Add_3044.xml	ar	TRUE
cambridge university	Add_3289.xml	ar	TRUE
cambridge university	Add_3540.xml	ar	TRUE
cambridge university	Add_774.xml	ar	TRUE
cambridge university	Add_830.xml	ar	TRUE
cambridge university	Dd_10_6.xml	ar	TRUE
cambridge university	Dd_4_28.xml	ar	TRUE
cambridge university	Dd_6.26.xml	ar	TRUE
cambridge university	Gg_3.19.xml	ar	TRUE
cambridge university	Gg_3.20.xml	ar	TRUE
cambridge university	J_2a.xml	ar	TRUE
cambridge university	Kk_6.3.xml	ar	TRUE
cambridge university	Or_1005.xml	ar	TRUE
cambridge university	Or_1007.xml	ar	TRUE
cambridge university	Or_1011.xml	ar	TRUE
cambridge university	Or_1091.xml	ar	TRUE
cambridge university	Or_1232.xml	ar	TRUE
cambridge university	Or_1238.xml	ar	TRUE
cambridge university	Or_1282.xml	ar	TRUE
cambridge university	Or_1283.xml	ar	TRUE
cambridge university	Or_1428.xml	ar	TRUE
cambridge university	Or_1438.xml	ar	TRUE
cambridge university	Or_1482.xml	ar	TRUE
cambridge university	Or_1495.xml	ar	TRUE
cambridge university	Or_1546.xml	ar	TRUE
cambridge university	Or_1554.xml	ar	TRUE
cambridge university	Or_1714.xml	ar	TRUE
cambridge university	Or_2159.xml	ar	TRUE
cambridge university	Or_2208.xml	ar	TRUE
cambridge university	Or_478.xml	ar	TRUE
cambridge university	Or_540.xml	ar	TRUE
cambridge university	Or_579.xml	ar	TRUE
cambridge university	Or_590.xml	ar	TRUE
cambridge university	Or_593.xml	ar	TRUE
cambridge university	Or_681.xml	ar	TRUE
cambridge university	Or_709.xml	ar	TRUE
cambridge university	Or_782.xml	ar	TRUE
cambridge university	Or_841.xml	ar	TRUE
cambridge university	Or_996.xml	ar	TRUE
cambridge university	Or_998.xml	ar	TRUE
cambridge university	P_9.xml	ar	TRUE
cambridge university	Qq_294.xml	ar	TRUE
cambridge university	Qq_80.xml	ar	TRUE
cambridge university	Qq_91.xml	ar	TRUE
cambridge university	S_1.xml	ar	TRUE
cambridge university	Add_3513.xml	fa	TRUE
cambridge university	D_1.xml	fa	TRUE
cambridge university	D_3.xml	fa	TRUE
cambridge university	H_3.xml	fa	TRUE
cambridge university	J_21.xml	fa	TRUE
cambridge university	N_2.xml	fa	TRUE
cambridge university	Oo_6_14.xml	fa	TRUE
cambridge university	Or_1041.xml	fa	TRUE
cambridge university	Or_1275.xml	fa	TRUE
cambridge university	Or_1285.xml	fa	TRUE
cambridge university	Or_1565.xml	fa	TRUE
cambridge university	Or_1663.xml	fa	TRUE
cambridge university	Or_281.xml	fa	TRUE
cambridge university	P_19.xml	fa	TRUE
cambridge university	V_13.xml	fa	TRUE
cambridge university	V_9.xml	fa	TRUE
cambridge university	Add_1889.xml	gez	TRUE
cambridge university	Add_2899.xml	ar	TRUE
cambridge university	Add_2926.xml	ar	TRUE
cambridge university	Add_3181.xml	ar	TRUE
cambridge university	Add_3237.xml	ar	TRUE
cambridge university	Add_3252.xml	ar	TRUE
cambridge university	Add_3261.xml	ar	TRUE
cambridge university	Add_3586.xml	ar	TRUE
cambridge university	Add_3617.xml	ar	TRUE
cambridge university	Add_3623.xml	ar	TRUE
cambridge university	Add_3652.xml	ar	TRUE
cambridge university	Add_3706.xml	ar	TRUE
cambridge university	Add_3726.xml	ar	TRUE
cambridge university	Add_3744.xml	ar	TRUE
cambridge university	Add_3748.xml	ar	TRUE
cambridge university	Add_453.xml	ar	TRUE
cambridge university	Add_682.xml	ar	TRUE
cambridge university	Add_762.xml	ar	TRUE
cambridge university	Add_775.xml	ar	TRUE
cambridge university	Add_787.xml	ar	TRUE
cambridge university	Add_815.xml	ar	TRUE
cambridge university	Add_819.xml	ar	TRUE
cambridge university	Add_836.xml	ar	TRUE
cambridge university	Dd_3.22.xml	ar	TRUE
cambridge university	Dd_3.79.xml	ar	TRUE
cambridge university	Dd_6.24.xml	ar	TRUE
cambridge university	J_10.xml	ar	TRUE
cambridge university	Ll_6.16.xml	ar	TRUE
cambridge university	Ll_6.21.xml	ar	TRUE
cambridge university	Mm_2_6.xml	ar	TRUE
cambridge university	Mm_6.2.xml	ar	TRUE
cambridge university	Oo_6_25.xml	ar	TRUE
cambridge university	Or_1003.xml	ar	TRUE
cambridge university	Or_1019.xml	ar	TRUE
cambridge university	Or_1090.xml	ar	TRUE
cambridge university	Or_1231.xml	ar	TRUE
cambridge university	Or_1248.xml	ar	TRUE
cambridge university	Or_1272.xml	ar	TRUE
cambridge university	Or_1417.xml	ar	TRUE
cambridge university	Or_1423.xml	ar	TRUE
cambridge university	Or_1435.xml	ar	TRUE
cambridge university	Or_1473.xml	ar	TRUE
cambridge university	Or_1477.xml	ar	TRUE
cambridge university	Or_1484.xml	ar	TRUE
cambridge university	Or_1498.xml	ar	TRUE
cambridge university	Or_1499.xml	ar	TRUE
cambridge university	Or_1501.xml	ar	TRUE
cambridge university	Or_1502.xml	ar	TRUE
cambridge university	Or_1505.xml	ar	TRUE
cambridge university	Or_1518.xml	ar	TRUE
cambridge university	Or_1551.xml	ar	TRUE
cambridge university	Or_1697.xml	ar	TRUE
cambridge university	Or_1716.xml	ar	TRUE
cambridge university	Or_176.xml	ar	TRUE
cambridge university	Or_1998.xml	ar	TRUE
cambridge university	Or_2003.xml	ar	TRUE
cambridge university	Or_202.xml	ar	TRUE
cambridge university	Or_2111.xml	ar	TRUE
cambridge university	Or_213.xml	ar	TRUE
cambridge university	Or_2194.xml	ar	TRUE
cambridge university	Or_2206.xml	ar	TRUE
cambridge university	Or_2207.xml	ar	TRUE
cambridge university	Or_477.xml	ar	TRUE
cambridge university	Or_479.xml	ar	TRUE
cambridge university	Or_539.xml	ar	TRUE
cambridge university	Or_576.xml	ar	TRUE
cambridge university	Or_580.xml	ar	TRUE
cambridge university	Or_591.xml	ar	TRUE
cambridge university	Or_656.xml	ar	TRUE
cambridge university	Or_665.xml	ar	TRUE
cambridge university	Or_666.xml	ar	TRUE
cambridge university	Or_842.xml	ar	TRUE
cambridge university	Or_865.xml	ar	TRUE
cambridge university	Or_995.xml	ar	TRUE
cambridge university	P_26.xml	ar	TRUE
cambridge university	Qq_186.xml	ar	TRUE
cambridge university	Qq_277.xml	ar	TRUE
cambridge university	Qq_281.xml	ar	TRUE
cambridge university	Qq_282.xml	ar	TRUE
cambridge university	Qq_37.xml	ar	TRUE
cambridge university	Qq_38.xml	ar	TRUE
cambridge university	Qq_40.xml	ar	TRUE
cambridge university	Qq_45.xml	ar	TRUE
cambridge university	Qq_51.xml	ar	TRUE
cambridge university	Qq_84.xml	ar	TRUE
cambridge university	Y_11.xml	ar	TRUE
cambridge university	Add_206.xml	ar	TRUE
cambridge university	Add_206.xml	fa	TRUE
cambridge university	Add_838.xml	ar	TRUE
cambridge university	Add_838.xml	fa	TRUE
cambridge university	Dd_5_74.xml	ar	TRUE
cambridge university	Dd_5_74.xml	fa	TRUE
cambridge university	Dd_6_91.xml	ar	TRUE
cambridge university	Dd_6_91.xml	fa	TRUE
cambridge university	Dd_6_91.xml	ota	TRUE
cambridge university	Add_308.xml	fa	TRUE
cambridge university	Add_3408.xml	fa	TRUE
cambridge university	Add_3439.xml	fa	TRUE
cambridge university	Add_3493.xml	fa	TRUE
cambridge university	Add_3685.xml	fa	TRUE
cambridge university	Add_3686.xml	fa	TRUE
cambridge university	C_112.xml	fa	TRUE
cambridge university	Ee_1_27.xml	fa	TRUE
cambridge university	Gg_4_23.xml	fa	TRUE
cambridge university	G_4.xml	fa	TRUE
cambridge university	G_9.xml	fa	TRUE
cambridge university	J_20.1.xml	fa	TRUE
cambridge university	J_20.2.xml	fa	TRUE
cambridge university	J_5.xml	fa	TRUE
cambridge university	J_6.xml	fa	TRUE
cambridge university	Oo_6_15.xml	fa	TRUE
cambridge university	Oo_6_32.xml	fa	TRUE
cambridge university	Or_1274.xml	fa	TRUE
cambridge university	Or_1280.xml	fa	TRUE
cambridge university	Or_1339.xml	fa	TRUE
cambridge university	Or_1385.xml	fa	TRUE
cambridge university	Or_1580.xml	fa	TRUE
cambridge university	Or_1670-1.xml	fa	TRUE
cambridge university	Or_1672.xml	fa	TRUE
cambridge university	Or_1676.xml	fa	TRUE
cambridge university	Or_1698.xml	fa	TRUE
cambridge university	Or_195.xml	fa	TRUE
cambridge university	Or_196.xml	fa	TRUE
cambridge university	Or_245.xml	fa	TRUE
cambridge university	Or_259.xml	fa	TRUE
cambridge university	Or_264.xml	fa	TRUE
cambridge university	Or_285.xml	fa	TRUE
cambridge university	Or_420.xml	fa	TRUE
cambridge university	Or_421.xml	fa	TRUE
cambridge university	Or_780.xml	fa	TRUE
cambridge university	Or_807.xml	fa	TRUE
cambridge university	Or_963.xml	fa	TRUE
cambridge university	S_2.xml	fa	TRUE
cambridge university	V_20.xml	fa	TRUE
cambridge university	V_25.xml	fa	TRUE
cambridge university	V_28.xml	fa	TRUE
cambridge university	V_35.xml	fa	TRUE
cambridge university	V_41.xml	fa	TRUE
cambridge university	V_65.xml	fa	TRUE
cambridge university	X_6.xml	fa	TRUE
cambridge university	Y_3.xml	fa	TRUE
cambridge university	S_6.xml	fa	TRUE
cambridge university	S_6.xml	ar	TRUE
cambridge university	Dd_12_6.xml	ota	TRUE
cambridge university	Dd_12_8.xml	ota	TRUE
cambridge university	Dd_4_7.xml	ota	TRUE
cambridge university	Dd_4_8.xml	ota	TRUE
cambridge university	Add_616.xml	syc	TRUE
cambridge university	Add_1068.xml	ar	TRUE
cambridge university	Add_1070.xml	ar	TRUE
cambridge university	Add_1072.xml	ar	TRUE
cambridge university	Add_192.xml	ar	TRUE
cambridge university	Add_263.xml	ar	TRUE
cambridge university	Add_265.xml	ar	TRUE
cambridge university	Add_266.xml	ar	TRUE
cambridge university	Add_2891.xml	ar	TRUE
cambridge university	Add_3190.xml	ar	TRUE
cambridge university	Add_3257.xml	ar	TRUE
cambridge university	Add_3509.xml	ar	TRUE
cambridge university	Add_3606.xml	ar	TRUE
cambridge university	Add_3630.xml	ar	TRUE
cambridge university	Add_3636.xml	ar	TRUE
cambridge university	Add_3655.xml	ar	TRUE
cambridge university	Add_3673.xml	ar	TRUE
cambridge university	Add_3687.xml	ar	TRUE
cambridge university	Add_3751.xml	ar	TRUE
cambridge university	Add_757.xml	ar	TRUE
cambridge university	Add_779.xml	ar	TRUE
cambridge university	Add_780.xml	ar	TRUE
cambridge university	B_1.xml	ar	TRUE
cambridge university	B_11.xml	ar	TRUE
cambridge university	B_5.xml	ar	TRUE
cambridge university	Dd_10.2.xml	ar	TRUE
cambridge university	Dd_10.7.xml	ar	TRUE
cambridge university	Dd_11.1.xml	ar	TRUE
cambridge university	Dd_11.11.xml	ar	TRUE
cambridge university	Dd_11.21.xml	ar	TRUE
cambridge university	Dd_15.8.xml	ar	TRUE
cambridge university	Dd_2_52.xml	ar	TRUE
cambridge university	Dd_5.42.xml	ar	TRUE
cambridge university	Dd_9_49.xml	ar	TRUE
cambridge university	Ee_1.26.xml	ar	TRUE
cambridge university	Ee_6.36.xml	ar	TRUE
cambridge university	Ff_5.10.xml	ar	TRUE
cambridge university	Gg_2.10.xml	ar	TRUE
cambridge university	Gg_2.11.xml	ar	TRUE
cambridge university	Gg_2.16.xml	ar	TRUE
cambridge university	Gg_5.16.xml	ar	TRUE
cambridge university	Gg_5_17.xml	ar	TRUE
cambridge university	Gg_6.36.xml	ar	TRUE
cambridge university	J_2.xml	ar	TRUE
cambridge university	Ll_5.22.xml	ar	TRUE
cambridge university	Ll_5.24.xml	ar	TRUE
cambridge university	Ll_5.26.xml	ar	TRUE
cambridge university	Ll_6.20.xml	ar	TRUE
cambridge university	Ll_6.8.xml	ar	TRUE
cambridge university	Oo_6_24.xml	ar	TRUE
cambridge university	Or_1006.xml	ar	TRUE
cambridge university	Or_1008.xml	ar	TRUE
cambridge university	Or_1015.xml	ar	TRUE
cambridge university	Or_1023.xml	ar	TRUE
cambridge university	Or_1024.xml	ar	TRUE
cambridge university	Or_1042.xml	ar	TRUE
cambridge university	Or_1069.xml	ar	TRUE
cambridge university	Or_1087.xml	ar	TRUE
cambridge university	Or_1229.xml	ar	TRUE
cambridge university	Or_1236.xml	ar	TRUE
cambridge university	Or_1237.xml	ar	TRUE
cambridge university	Or_1264.xml	ar	TRUE
cambridge university	Or_1269.xml	ar	TRUE
cambridge university	Or_1270.xml	ar	TRUE
cambridge university	Or_1395.xml	ar	TRUE
cambridge university	Or_1419.xml	ar	TRUE
cambridge university	Or_1458.xml	ar	TRUE
cambridge university	Or_1459.xml	ar	TRUE
cambridge university	Or_1463.xml	ar	TRUE
cambridge university	Or_1476.xml	ar	TRUE
cambridge university	Or_1483.xml	ar	TRUE
cambridge university	Or_1496.xml	ar	TRUE
cambridge university	Or_1497.xml	ar	TRUE
cambridge university	Or_1514.xml	ar	TRUE
cambridge university	Or_1517.xml	ar	TRUE
cambridge university	Or_1519.xml	ar	TRUE
cambridge university	Or_1529.xml	ar	TRUE
cambridge university	Or_1532.xml	ar	TRUE
cambridge university	Or_1665.xml	ar	TRUE
cambridge university	Or_1704.xml	ar	TRUE
cambridge university	Or_1726.xml	ar	TRUE
cambridge university	Or_187.xml	ar	TRUE
cambridge university	Or_1903.xml	ar	TRUE
cambridge university	Or_200.xml	ar	TRUE
cambridge university	Or_2002.xml	ar	TRUE
cambridge university	Or_2130.xml	ar	TRUE
cambridge university	Or_217.xml	ar	TRUE
cambridge university	Or_451.xml	ar	TRUE
cambridge university	Or_464.xml	ar	TRUE
cambridge university	Or_481.xml	ar	TRUE
cambridge university	Or_482.xml	ar	TRUE
cambridge university	Or_483.xml	ar	TRUE
cambridge university	Or_484.xml	ar	TRUE
cambridge university	Or_57.xml	ar	TRUE
cambridge university	Or_667.xml	ar	TRUE
cambridge university	Or_912.xml	ar	TRUE
cambridge university	P_2.xml	ar	TRUE
cambridge university	P_8.xml	ar	TRUE
cambridge university	Qq_114.xml	ar	TRUE
cambridge university	Qq_118.xml	ar	TRUE
cambridge university	Qq_125.xml	ar	TRUE
cambridge university	Qq_138.xml	ar	TRUE
cambridge university	Qq_181.xml	ar	TRUE
cambridge university	Qq_190.xml	ar	TRUE
cambridge university	Qq_226.xml	ar	TRUE
cambridge university	Qq_233.xml	ar	TRUE
cambridge university	Qq_26.xml	ar	TRUE
cambridge university	Qq_279.xml	ar	TRUE
cambridge university	Qq_289.xml	ar	TRUE
cambridge university	Qq_293.xml	ar	TRUE
cambridge university	Qq_63.xml	ar	TRUE
cambridge university	Qq_76.xml	ar	TRUE
cambridge university	S_7.xml	ar	TRUE
cambridge university	Y_10.xml	ar	TRUE
cambridge university	Add_241.xml	ar	TRUE
cambridge university	Add_241.xml	fa	TRUE
cambridge university	Ll_6_18.xml	ar	TRUE
cambridge university	Ll_6_18.xml	ota	TRUE
cambridge university	Ll_6_18.xml	fa	TRUE
cambridge university	Add_1109.xml	fa	TRUE
cambridge university	Add_180.xml	fa	TRUE
cambridge university	Add_197.xml	fa	TRUE
cambridge university	Add_204.xml	fa	TRUE
cambridge university	Add_205.xml	fa	TRUE
cambridge university	Add_207.xml	fa	TRUE
cambridge university	Add_213.xml	fa	TRUE
cambridge university	Add_222.xml	fa	TRUE
cambridge university	Add_243.xml	fa	TRUE
cambridge university	Add_247.xml	fa	TRUE
cambridge university	Add_248.xml	fa	TRUE
cambridge university	Add_264.xml	fa	TRUE
cambridge university	Add_267.xml	fa	TRUE
cambridge university	Add_303.xml	fa	TRUE
cambridge university	Add_3148.xml	fa	TRUE
cambridge university	Add_3151.xml	fa	TRUE
cambridge university	Add_328-329.xml	fa	TRUE
cambridge university	Add_328.xml	fa	TRUE
cambridge university	Add_3409.xml	fa	TRUE
cambridge university	Add_3524.xml	fa	TRUE
cambridge university	Add_3534.xml	fa	TRUE
cambridge university	Add_3674.xml	fa	TRUE
cambridge university	Add_3675.xml	fa	TRUE
cambridge university	Add_3677.xml	fa	TRUE
cambridge university	Add_3678.xml	fa	TRUE
cambridge university	Add_824-825.xml	fa	TRUE
cambridge university	Add_831.xml	fa	TRUE
cambridge university	B_4.xml	fa	TRUE
cambridge university	Dd_10_13.xml	fa	TRUE
cambridge university	Dd_11_12.xml	fa	TRUE
cambridge university	Dd_3_23.xml	fa	TRUE
cambridge university	Dd_6_32.xml	fa	TRUE
cambridge university	Dd_6_41.xml	fa	TRUE
cambridge university	Dd_6_50-51.xml	fa	TRUE
cambridge university	D_11.xml	fa	TRUE
cambridge university	D_12.xml	fa	TRUE
cambridge university	D_9.xml	fa	TRUE
cambridge university	Gg_2_13.xml	fa	TRUE
cambridge university	Gg_4_22.xml	fa	TRUE
cambridge university	Gg_6_32.xml	fa	TRUE
cambridge university	G_1.2.xml	fa	TRUE
cambridge university	H_10.xml	fa	TRUE
cambridge university	J_8.xml	fa	TRUE
cambridge university	Ll_5_25.xml	fa	TRUE
cambridge university	Ll_6_10.xml	fa	TRUE
cambridge university	Ll_6_15.xml	fa	TRUE
cambridge university	Ll_6_6.xml	fa	TRUE
cambridge university	Ll_6_7.xml	fa	TRUE
cambridge university	Mm_6_3.xml	fa	TRUE
cambridge university	Nn_3_74.xml	fa	TRUE
cambridge university	Oo_6_11.xml	fa	TRUE
cambridge university	Oo_6_12.xml	fa	TRUE
cambridge university	Oo_6_29.xml	fa	TRUE
cambridge university	Oo_6_31.xml	fa	TRUE
cambridge university	Oo_6_47.xml	fa	TRUE
cambridge university	Oo_6_59.xml	fa	TRUE
cambridge university	Or_1025.xml	fa	TRUE
cambridge university	Or_1036.xml	fa	TRUE
cambridge university	Or_1061.xml	fa	TRUE
cambridge university	Or_1064.xml	fa	TRUE
cambridge university	Or_1155.xml	fa	TRUE
cambridge university	Or_1184.xml	fa	TRUE
cambridge university	Or_1271.xml	fa	TRUE
cambridge university	Or_1277.xml	fa	TRUE
cambridge university	Or_1284.xml	fa	TRUE
cambridge university	Or_1347.xml	fa	TRUE
cambridge university	Or_1356.xml	fa	TRUE
cambridge university	Or_1362.xml	fa	TRUE
cambridge university	Or_1564.xml	fa	TRUE
cambridge university	Or_1566.xml	fa	TRUE
cambridge university	Or_1582.xml	fa	TRUE
cambridge university	Or_1583.xml	fa	TRUE
cambridge university	Or_1584.xml	fa	TRUE
cambridge university	Or_1630.xml	fa	TRUE
cambridge university	Or_1682.xml	fa	TRUE
cambridge university	Or_1687.xml	fa	TRUE
cambridge university	Or_190.xml	fa	TRUE
cambridge university	Or_244.xml	fa	TRUE
cambridge university	Or_284.xml	fa	TRUE
cambridge university	Or_417.xml	fa	TRUE
cambridge university	Or_466.xml	fa	TRUE
cambridge university	Or_467.xml	fa	TRUE
cambridge university	Or_514.xml	fa	TRUE
cambridge university	Or_515.xml	fa	TRUE
cambridge university	Or_664.xml	fa	TRUE
cambridge university	Or_695.xml	fa	TRUE
cambridge university	Or_779.xml	fa	TRUE
cambridge university	Or_901.xml	fa	TRUE
cambridge university	P_30.xml	fa	TRUE
cambridge university	P_33.xml	fa	TRUE
cambridge university	Supp_1.xml	fa	TRUE
cambridge university	T_2.xml	fa	TRUE
cambridge university	V_14.xml	fa	TRUE
cambridge university	V_24.xml	fa	TRUE
cambridge university	V_37.xml	fa	TRUE
cambridge university	V_43.xml	fa	TRUE
cambridge university	V_56.xml	fa	TRUE
cambridge university	V_66.xml	fa	TRUE
cambridge university	V_79.xml	fa	TRUE
cambridge university	X_13.xml	fa	TRUE
cambridge university	X_14.xml	fa	TRUE
cambridge university	D_182.xml	fa	TRUE
cambridge university	D_182.xml	ar	TRUE
cambridge university	D_21.xml	fa	TRUE
cambridge university	D_21.xml	ar	TRUE
cambridge university	Or_1265.xml	fa	TRUE
cambridge university	Or_1265.xml	ar	TRUE
cambridge university	Or_750.xml	fa	TRUE
cambridge university	Or_750.xml	ar	TRUE
cambridge university	Or_751.xml	fa	TRUE
cambridge university	Or_751.xml	ar	TRUE
cambridge university	V_67.xml	fa	TRUE
cambridge university	V_67.xml	ar	TRUE
cambridge university	Dd_12_11.xml	fa	TRUE
cambridge university	Dd_12_11.xml	ota	TRUE
cambridge university	Dd_12_11.xml	ar	TRUE
cambridge university	Add_1007.xml	gez	TRUE
cambridge university	Add_1165.xml	gez	TRUE
cambridge university	Add_1570.xml	gez	TRUE
cambridge university	Add_1888_1.xml	gez	TRUE
cambridge university	Dd_11_3.xml	ota	TRUE
cambridge university	Dd_11_31.xml	ota	TRUE
cambridge university	Dd_11_36.xml	ota	TRUE
cambridge university	Dd_4_10.xml	ota	TRUE
cambridge university	Dd_5_34.xml	ota	TRUE
cambridge university	Dd_5_39.xml	ota	TRUE
cambridge university	Dd_6_2.xml	ota	TRUE
cambridge university	Dd_9_13.xml	ota	TRUE
cambridge university	Gg_6_39.xml	ota	TRUE
cambridge university	J_7.xml	ota	TRUE
cambridge university	T_3.xml	ota	TRUE
cambridge university	Or_1355.xml	syr	TRUE
cambridge university	Or_1355.xml	ar	TRUE
cambridge university	Add_1056.xml	ar	TRUE
cambridge university	Add_1076.xml	ar	TRUE
cambridge university	Add_1093.xml	ar	TRUE
cambridge university	Add_189.xml	ar	TRUE
cambridge university	Add_2630.xml	ar	TRUE
cambridge university	Add_2890.xml	ar	TRUE
cambridge university	Add_2901.xml	ar	TRUE
cambridge university	Add_2931.xml	ar	TRUE
cambridge university	Add_3092.xml	ar	TRUE
cambridge university	Add_3182.xml	ar	TRUE
cambridge university	Add_3187.xml	ar	TRUE
cambridge university	Add_3215.xml	ar	TRUE
cambridge university	Add_3220.xml	ar	TRUE
cambridge university	Add_3226.xml	ar	TRUE
cambridge university	Add_3230.xml	ar	TRUE
cambridge university	Add_3233.xml	ar	TRUE
cambridge university	Add_3247.xml	ar	TRUE
cambridge university	Add_3264.xml	ar	TRUE
cambridge university	Add_3266.xml	ar	TRUE
cambridge university	Add_3280.xml	ar	TRUE
cambridge university	Add_3283.xml	ar	TRUE
cambridge university	Add_3510.xml	ar	TRUE
cambridge university	Add_3536.xml	ar	TRUE
cambridge university	Add_3609.xml	ar	TRUE
cambridge university	Add_3611.xml	ar	TRUE
cambridge university	Add_3620.xml	ar	TRUE
cambridge university	Add_3627.xml	ar	TRUE
cambridge university	Add_3628.xml	ar	TRUE
cambridge university	Add_3648.xml	ar	TRUE
cambridge university	Add_3664.xml	ar	TRUE
cambridge university	Add_3666.xml	ar	TRUE
cambridge university	Add_3670.xml	ar	TRUE
cambridge university	Add_3730.xml	ar	TRUE
cambridge university	Add_3738.xml	ar	TRUE
cambridge university	Add_3741.xml	ar	TRUE
cambridge university	Add_590.xml	ar	TRUE
cambridge university	Add_683.xml	ar	TRUE
cambridge university	Add_746.xml	ar	TRUE
